Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
23,1747001909539,"11/05/2025, 22:18:29",1746983909539,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,continue,,8512.700000023819,8508.899999999965,8512.700000023819,8512.700000023819,8508.899999999965,8512.700000023819,1,0,0,,Click To Continue,Continue Button,6,object-128,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
24,1747001909539,"11/05/2025, 22:18:29",1746983909539,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Slightly valuable,1878.7999999999884,8508.899999999965,8513.099999999977,1878.7999999999884,8508.899999999965,8513.099999999977,1,6634.299999999988,0,,Rating Scale,Rating Scale,3,object-125,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
25,1747001909539,"11/05/2025, 22:18:29",1746983909539,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Trust somewhat,5121.099999999977,8508.899999999965,8513.299999988056,5121.099999999977,8508.899999999965,8513.299999988056,1,3392.199999988079,0,,Rating Scale,Rating Scale,5,object-127,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
26,1747001909541,"11/05/2025, 22:18:29",1746983909541,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,,,,,,,info,END,,,282376,,,,,,,,,,,,,,,,consent
﻿1,1747011983626,"12/05/2025, 01:06:23",1746993983626,-5,"11/05/2025, 15:06:23",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1747012004881,"12/05/2025, 01:06:44",1746994004881,-5,"11/05/2025, 15:06:44",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,20657.600000023842,20651.1,20657.600000023842,20657.600000023842,20651.1,20657.600000023842,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
3,1747012053905,"12/05/2025, 01:07:33",1746994053905,-5,"11/05/2025, 15:07:33",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,20,38708,49024.9,49031.50000002384,38708,49024.9,49031.50000002384,1,10323.500000023843,0,,Single Number Entry,Single Number Entry,5,object-42,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
4,1747012053908,"12/05/2025, 01:07:33",1746994053908,-5,"11/05/2025, 15:07:33",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Somewhat unlikely,26245.9,49024.9,49035.29999997616,26245.9,49024.9,49035.29999997616,1,22789.399999976158,0,,Rating Scale,Rating Scale,3,object-15,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
5,1747012071864,"12/05/2025, 01:07:51",1746994071864,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,continue,,17965.899999976158,17961.800000000003,17965.899999976158,17965.899999976158,17961.800000000003,17965.899999976158,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
6,1747012071866,"12/05/2025, 01:07:51",1746994071866,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,response,Moderately valuable,7754.399999999994,17961.800000000003,17968.600000023842,7754.399999999994,17961.800000000003,17968.600000023842,1,10214.200000023848,0,,Rating Scale,Rating Scale,3,object-104,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
7,1747012071867,"12/05/2025, 01:07:51",1746994071867,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,response,Trust somewhat,17091,17961.800000000003,17969,17091,17961.800000000003,17969,1,878,0,,Rating Scale,Rating Scale,5,object-107,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
8,1747012075536,"12/05/2025, 01:07:55",1746994075536,-5,"11/05/2025, 15:07:55",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,3676.4999999523134,3670.0999999999913,3676.4999999523134,3676.4999999523134,3670.0999999999913,3676.4999999523134,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
9,1747012082160,"12/05/2025, 01:08:02",1746994082160,-5,"11/05/2025, 15:08:02",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,10,3543.300000000003,6624.100000000006,6630.100000000006,3543.300000000003,6624.100000000006,6630.100000000006,1,3086.800000000003,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
10,1747012082167,"12/05/2025, 01:08:02",1746994082167,-5,"11/05/2025, 15:08:02",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Unlikely,1578.4000000000087,6624.100000000006,6636.600000000006,1578.4000000000087,6624.100000000006,6636.600000000006,1,5058.199999999997,0,,Rating Scale,Rating Scale,4,object-71,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
11,1747012095662,"12/05/2025, 01:08:15",1746994095662,-5,"11/05/2025, 15:08:15",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 8,9auoua,6,continue,,13507.899999976158,13495,13507.899999976158,13507.899999976158,13495,13507.899999976158,1,0,0,,Click To Continue,Continue Button,6,object-110,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
12,1747012095669,"12/05/2025, 01:08:15",1746994095669,-5,"11/05/2025, 15:08:15",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 8,9auoua,6,response,Slightly valuable,4657.100000000006,13495,13512.800000000003,4657.100000000006,13495,13512.800000000003,1,8855.699999999997,0,,Rating Scale,Rating Scale,3,object-94,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
13,1747012095670,"12/05/2025, 01:08:15",1746994095670,-5,"11/05/2025, 15:08:15",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 8,9auoua,6,response,Trust fairly well,10059.199999999997,13495,13512.800000000003,10059.199999999997,13495,13512.800000000003,1,3453.600000000006,0,,Rating Scale,Rating Scale,5,object-97,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
14,1747012099893,"12/05/2025, 01:08:19",1746994099893,-5,"11/05/2025, 15:08:19",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,4243.699999928474,4231.899999999994,4243.699999928474,4243.699999928474,4231.899999999994,4243.699999928474,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
15,1747012119564,"12/05/2025, 01:08:39",1746994119564,-5,"11/05/2025, 15:08:39",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,65,12392.400000000009,19664.600000000006,19682,12392.400000000009,19664.600000000006,19682,1,7289.599999999991,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
16,1747012119568,"12/05/2025, 01:08:39",1746994119568,-5,"11/05/2025, 15:08:39",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Somewhat unlikely,10125.600000000006,19664.600000000006,19682,10125.600000000006,19664.600000000006,19682,1,9556.399999999994,0,,Rating Scale,Rating Scale,4,object-56,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
17,1747012126078,"12/05/2025, 01:08:46",1746994126078,-5,"11/05/2025, 15:08:46",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,continue,,6531.399999976158,6519.200000000012,6531.399999976158,6531.399999976158,6519.200000000012,6531.399999976158,1,0,0,,Click To Continue,Continue Button,6,object-133,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
18,1747012126080,"12/05/2025, 01:08:46",1746994126080,-5,"11/05/2025, 15:08:46",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,response,Fairly valuable,4004.2000000000116,6519.200000000012,6532.699999928474,4004.2000000000116,6519.200000000012,6532.699999928474,1,2528.499999928463,0,,Rating Scale,Rating Scale,3,object-130,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
19,1747012126081,"12/05/2025, 01:08:46",1746994126081,-5,"11/05/2025, 15:08:46",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,response,Trust fairly well,5519.200000000012,6519.200000000012,6533.799999952316,5519.200000000012,6519.200000000012,6533.799999952316,1,1014.5999999523046,0,,Rating Scale,Rating Scale,5,object-132,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
20,1747012128942,"12/05/2025, 01:08:48",1746994128942,-5,"11/05/2025, 15:08:48",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,2875.7999999999884,2861.7999999999884,2875.7999999999884,2875.7999999999884,2861.7999999999884,2875.7999999999884,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
21,1747012138363,"12/05/2025, 01:08:58",1746994138363,-5,"11/05/2025, 15:08:58",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,20,6678.100000000006,9425.299999999988,9434.600000023842,6678.100000000006,9425.299999999988,9434.600000023842,1,2756.500000023836,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
22,1747012138369,"12/05/2025, 01:08:58",1746994138369,-5,"11/05/2025, 15:08:58",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Very unlikely,2123.2999999999884,9425.299999999988,9440.100000023842,2123.2999999999884,9425.299999999988,9440.100000023842,1,7316.8000000238535,0,,Rating Scale,Rating Scale,4,object-86,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
23,1747012145644,"12/05/2025, 01:09:05",1746994145644,-5,"11/05/2025, 15:09:05",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,continue,,7290.09999997617,7276.600000000006,7290.09999997617,7290.09999997617,7276.600000000006,7290.09999997617,1,0,0,,Click To Continue,Continue Button,6,object-140,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
24,1747012145644,"12/05/2025, 01:09:05",1746994145644,-5,"11/05/2025, 15:09:05",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,response,Slightly valuable,2682,7276.600000000006,7290.499999952328,2682,7276.600000000006,7290.499999952328,1,4608.499999952328,0,,Rating Scale,Rating Scale,3,object-137,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
25,1747012145646,"12/05/2025, 01:09:05",1746994145646,-5,"11/05/2025, 15:09:05",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,response,Trust fairly well,6415.400000000023,7276.600000000006,7290.899999928486,6415.400000000023,7276.600000000006,7290.899999928486,1,875.4999999284628,0,,Rating Scale,Rating Scale,5,object-139,Display 2,popularity_hed_hd.png,popularity_uti_hd.png,,consent
26,1747012145652,"12/05/2025, 01:09:05",1746994145652,-5,"11/05/2025, 15:09:05",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,,,,,,,info,END,,,161884,,,,,,,,,,,,,,,,consent
﻿1,1747013088321,"12/05/2025, 01:24:48",1746995088321,-5,"11/05/2025, 15:24:48",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1747013098755,"12/05/2025, 01:24:58",1746995098755,-5,"11/05/2025, 15:24:58",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,9815.699999952316,9799.9,9815.699999952316,9815.699999952316,9799.9,9815.699999952316,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
3,1747013112022,"12/05/2025, 01:25:12",1746995112022,-5,"11/05/2025, 15:25:12",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,80,11533.2,13266.599999999999,13283.5,11533.2,13266.599999999999,13283.5,1,1750.2999999999993,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
4,1747013112024,"12/05/2025, 01:25:12",1746995112024,-5,"11/05/2025, 15:25:12",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Somewhat likely,6399.9000000000015,13266.599999999999,13285.899999976158,6399.9000000000015,13266.599999999999,13285.899999976158,1,6885.999999976157,0,,Rating Scale,Rating Scale,4,object-15,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
5,1747013121709,"12/05/2025, 01:25:21",1746995121709,-5,"11/05/2025, 15:25:21",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,continue,,9703.599999928476,9699.900000000001,9703.599999928476,9703.599999928476,9699.900000000001,9703.599999928476,1,0,0,,Click To Continue,Continue Button,6,object-122,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
6,1747013121709,"12/05/2025, 01:25:21",1746995121709,-5,"11/05/2025, 15:25:21",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Somewhat valuable,5766.600000000002,9699.900000000001,9704.400000000001,5766.600000000002,9699.900000000001,9704.400000000001,1,3937.7999999999993,0,,Rating Scale,Rating Scale,3,object-94,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
7,1747013121709,"12/05/2025, 01:25:21",1746995121709,-5,"11/05/2025, 15:25:21",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Trust somewhat,8833.200000000004,9699.900000000001,9704.79999997616,8833.200000000004,9699.900000000001,9704.79999997616,1,871.5999999761552,0,,Rating Scale,Rating Scale,5,object-97,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
8,1747013130735,"12/05/2025, 01:25:30",1746995130735,-5,"11/05/2025, 15:25:30",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,9030.100000023842,8999.900000000001,9030.100000023842,9030.100000023842,8999.900000000001,9030.100000023842,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
9,1747013139505,"12/05/2025, 01:25:39",1746995139505,-5,"11/05/2025, 15:25:39",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,3,7432.4000000000015,8766.599999999999,8799.999999976157,7432.4000000000015,8766.599999999999,8799.999999976157,1,1367.5999999761552,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
10,1747013139506,"12/05/2025, 01:25:39",1746995139506,-5,"11/05/2025, 15:25:39",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Unlikely,5833.299999999996,8766.599999999999,8800,5833.299999999996,8766.599999999999,8800,1,2966.7000000000044,0,,Rating Scale,Rating Scale,4,object-71,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
11,1747013146485,"12/05/2025, 01:25:46",1746995146485,-5,"11/05/2025, 15:25:46",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,continue,,7014,6999.9000000000015,7014,7014,6999.9000000000015,7014,1,0,0,,Click To Continue,Continue Button,6,object-125,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
12,1747013146487,"12/05/2025, 01:25:46",1746995146487,-5,"11/05/2025, 15:25:46",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Slightly valuable,5199.9000000000015,6999.9000000000015,7016.299999952316,5199.9000000000015,6999.9000000000015,7016.299999952316,1,1816.3999999523148,0,,Rating Scale,Rating Scale,3,object-103,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
13,1747013146487,"12/05/2025, 01:25:46",1746995146487,-5,"11/05/2025, 15:25:46",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Trust very little,6200,6999.9000000000015,7016.5,6200,6999.9000000000015,7016.5,1,816.5,0,,Rating Scale,Rating Scale,5,object-105,Display 1,no_uti_hd.png,no_uti_choc.png,,consent
14,1747013154114,"12/05/2025, 01:25:54",1746995154114,-5,"11/05/2025, 15:25:54",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,7642.70000002384,7632.4000000000015,7642.70000002384,7642.70000002384,7632.4000000000015,7642.70000002384,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
15,1747013160733,"12/05/2025, 01:26:00",1746995160733,-5,"11/05/2025, 15:26:00",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,5,5434.099999999991,6600.899999999994,6629.199999999997,5434.099999999991,6600.899999999994,6629.199999999997,1,1195.1000000000058,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
16,1747013160735,"12/05/2025, 01:26:00",1746995160735,-5,"11/05/2025, 15:26:00",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Somewhat likely,4000.899999999994,6600.899999999994,6632.099999976155,4000.899999999994,6600.899999999994,6632.099999976155,1,2631.199999976161,0,,Rating Scale,Rating Scale,4,object-56,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
17,1747013165162,"12/05/2025, 01:26:05",1746995165162,-5,"11/05/2025, 15:26:05",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,continue,,4458.199999976161,4433.300000000003,4458.199999976161,4458.199999976161,4433.300000000003,4458.199999976161,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
18,1747013165163,"12/05/2025, 01:26:05",1746995165163,-5,"11/05/2025, 15:26:05",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Fairly valuable,2932.4000000000087,4433.300000000003,4458.900000023845,2932.4000000000087,4433.300000000003,4458.900000023845,1,1526.500000023836,0,,Rating Scale,Rating Scale,3,object-111,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
19,1747013165163,"12/05/2025, 01:26:05",1746995165163,-5,"11/05/2025, 15:26:05",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Trust fairly well,3733.199999999997,4433.300000000003,4459.099999952319,3733.199999999997,4433.300000000003,4459.099999952319,1,725.8999999523221,0,,Rating Scale,Rating Scale,5,object-113,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
20,1747013174197,"12/05/2025, 01:26:14",1746995174197,-5,"11/05/2025, 15:26:14",226982,10,task-a3hj,,46073871,13398521,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,9059.600000023842,9033.199999999997,9059.600000023842,9059.600000023842,9033.199999999997,9059.600000023842,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,no_hed_choc.png,no_hed_hd.png,,consent
