Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
13,1.74717E+12,"13/05/2025, 20:23:40",1.74715E+12,-5,"13/05/2025, 10:23:40",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 8,9auoua,6,response,Trust a lot,1125.1,1786.4,1789.9,1125.1,1786.4,1789.9,1,664.8,0,,Rating Scale,Rating Scale,5,object-97,Display 1,popularity_hed_choc.png,popularity_hed_hd.png,,consent
14,1.74717E+12,"13/05/2025, 20:23:43",1.74715E+12,-5,"13/05/2025, 10:23:43",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,3184.1,3179,3184.1,3184.1,3179,3184.1,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
15,1.74717E+12,"13/05/2025, 20:23:48",1.74715E+12,-5,"13/05/2025, 10:23:48",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,100,4097,4965.2,4972.3,4097,4965.2,4972.3,1,875.3,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
16,1.74717E+12,"13/05/2025, 20:23:48",1.74715E+12,-5,"13/05/2025, 10:23:48",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Somewhat likely,2478.9,4965.2,4972.3,2478.9,4965.2,4972.3,1,2493.4,0,,Rating Scale,Rating Scale,4,object-56,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
17,1.74717E+12,"13/05/2025, 20:23:52",1.74715E+12,-5,"13/05/2025, 10:23:52",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,continue,,4175,4173.5,4175,4175,4173.5,4175,1,0,0,,Click To Continue,Continue Button,6,object-133,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
18,1.74717E+12,"13/05/2025, 20:23:52",1.74715E+12,-5,"13/05/2025, 10:23:52",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,response,Very valuable,1097.1,4173.5,4176.8,1097.1,4173.5,4176.8,1,3079.7,0,,Rating Scale,Rating Scale,3,object-130,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
19,1.74717E+12,"13/05/2025, 20:23:52",1.74715E+12,-5,"13/05/2025, 10:23:52",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 6,2ebi33,3,response,Trust a lot,3645.7,4173.5,4177,3645.7,4173.5,4177,1,531.3,0,,Rating Scale,Rating Scale,5,object-132,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
20,1.74717E+12,"13/05/2025, 20:23:54",1.74715E+12,-5,"13/05/2025, 10:23:54",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,1748,1743.1,1748,1748,1743.1,1748,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
21,1.74717E+12,"13/05/2025, 20:24:00",1.74715E+12,-5,"13/05/2025, 10:24:00",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,10,2972.2,6360.9,6362.2,2972.2,6360.9,6362.2,1,3390,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
22,1.74717E+12,"13/05/2025, 20:24:00",1.74715E+12,-5,"13/05/2025, 10:24:00",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Somewhat likely,3812.4,6360.9,6362.4,3812.4,6360.9,6362.4,1,2550,0,,Rating Scale,Rating Scale,4,object-86,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
23,1.74717E+12,"13/05/2025, 20:24:02",1.74715E+12,-5,"13/05/2025, 10:24:02",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,continue,,1357.5,1354.2,1357.5,1357.5,1354.2,1357.5,1,0,0,,Click To Continue,Continue Button,6,object-140,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
24,1.74717E+12,"13/05/2025, 20:24:02",1.74715E+12,-5,"13/05/2025, 10:24:02",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,response,Very valuable,583.4,1354.2,1357.8,583.4,1354.2,1357.8,1,774.4,0,,Rating Scale,Rating Scale,3,object-137,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
25,1.74717E+12,"13/05/2025, 20:24:02",1.74715E+12,-5,"13/05/2025, 10:24:02",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 2,Screen 7,jex1wc,6,response,Trust a lot,937.6,1354.2,1358,937.6,1354.2,1358,1,420.4,0,,Rating Scale,Rating Scale,5,object-139,Display 2,popularity_uti_hd.png,popularity_uti_choc.png,,consent
26,1.74717E+12,"13/05/2025, 20:24:02",1.74715E+12,-5,"13/05/2025, 10:24:02",226982,11,task-pzyq,,46153069,13415740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x960,1707x917,,Popularity_cue,13,Popularity,,,,,,,info,END,,,76336,,,,,,,,,,,,,,,,consent
﻿1,1.74717E+12,"13/05/2025, 20:35:57",1.74714E+12,-7,"13/05/2025, 06:35:57",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.74717E+12,"13/05/2025, 20:36:21",1.74714E+12,-7,"13/05/2025, 06:36:21",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,6199.9,6183.3,6199.9,6199.9,6183.3,6199.9,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
3,1.74717E+12,"13/05/2025, 20:36:58",1.74714E+12,-7,"13/05/2025, 06:36:58",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,15,9850.1,36800.2,36817.8,9850.1,36800.2,36817.8,1,26967.7,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
4,1.74717E+12,"13/05/2025, 20:36:58",1.74714E+12,-7,"13/05/2025, 06:36:58",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,2416.2,36800.2,36817.8,2416.2,36800.2,36817.8,1,34401.6,0,,Rating Scale,Rating Scale,4,object-15,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
5,1.74717E+12,"13/05/2025, 20:37:07",1.74714E+12,-7,"13/05/2025, 06:37:07",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,continue,,9033.6,9016.8,9033.6,9033.6,9016.8,9033.6,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
6,1.74717E+12,"13/05/2025, 20:37:13",1.74714E+12,-7,"13/05/2025, 06:37:13",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,continue,,15932.6,15916.8,15932.6,15932.6,15916.8,15932.6,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
7,1.74717E+12,"13/05/2025, 20:37:13",1.74714E+12,-7,"13/05/2025, 06:37:13",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Slightly valuable,14500.2,15916.8,15933.5,14500.2,15916.8,15933.5,1,1433.3,0,,Rating Scale,Rating Scale,3,object-104,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
8,1.74717E+12,"13/05/2025, 20:37:13",1.74714E+12,-7,"13/05/2025, 06:37:13",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Trust somewhat,6816.8,15916.8,15933.5,6816.8,15916.8,15933.5,1,9116.7,0,,Rating Scale,Rating Scale,5,object-107,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
9,1.74717E+12,"13/05/2025, 20:37:16",1.74714E+12,-7,"13/05/2025, 06:37:16",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,2782.7,2766.6,2782.7,2782.7,2766.6,2782.7,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
10,1.74717E+12,"13/05/2025, 20:37:25",1.74714E+12,-7,"13/05/2025, 06:37:25",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,7,6816.8,8650.1,8665.6,6816.8,8650.1,8665.6,1,1848.8,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
11,1.74717E+12,"13/05/2025, 20:37:25",1.74714E+12,-7,"13/05/2025, 06:37:25",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Very unlikely,1750.1,8650.1,8666.7,1750.1,8650.1,8666.7,1,6916.6,0,,Rating Scale,Rating Scale,4,object-71,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
12,1.74717E+12,"13/05/2025, 20:37:43",1.74714E+12,-7,"13/05/2025, 06:37:43",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,continue,,18249.2,18233,18249.2,18249.2,18233,18249.2,1,0,0,,Click To Continue,Continue Button,6,object-96,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
13,1.74717E+12,"13/05/2025, 20:37:43",1.74714E+12,-7,"13/05/2025, 06:37:43",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Slightly valuable,6650.1,18233,18249.2,6650.1,18233,18249.2,1,11599.1,0,,Rating Scale,Rating Scale,3,object-93,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
14,1.74717E+12,"13/05/2025, 20:37:43",1.74714E+12,-7,"13/05/2025, 06:37:43",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Trust very little,14700.1,18233,18249.2,14700.1,18233,18249.2,1,3549.1,0,,Rating Scale,Rating Scale,5,object-95,Display 1,scarcity_hed_choc.png,scarcity_uti_choc.png,,consent
15,1.74717E+12,"13/05/2025, 20:37:47",1.74714E+12,-7,"13/05/2025, 06:37:47",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,3449.5,3433.8,3449.5,3449.5,3433.8,3449.5,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
16,1.74717E+12,"13/05/2025, 20:38:01",1.74714E+12,-7,"13/05/2025, 06:38:01",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,50,13683.3,14900.1,14913.4,13683.3,14900.1,14913.4,1,1230.1,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
17,1.74717E+12,"13/05/2025, 20:38:01",1.74714E+12,-7,"13/05/2025, 06:38:01",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Very unlikely,1666.7,14900.1,14914.6,1666.7,14900.1,14914.6,1,13247.9,0,,Rating Scale,Rating Scale,4,object-56,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
18,1.74717E+12,"13/05/2025, 20:38:08",1.74714E+12,-7,"13/05/2025, 06:38:08",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,continue,,6632.6,6616.7,6632.6,6632.6,6616.7,6632.6,1,0,0,,Click To Continue,Continue Button,6,object-121,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
19,1.74717E+12,"13/05/2025, 20:38:08",1.74714E+12,-7,"13/05/2025, 06:38:08",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Somewhat valuable,3149.9,6616.7,6633.4,3149.9,6616.7,6633.4,1,3483.5,0,,Rating Scale,Rating Scale,3,object-118,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
20,1.74717E+12,"13/05/2025, 20:38:08",1.74714E+12,-7,"13/05/2025, 06:38:08",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Trust very little,5416.6,6616.7,6633.6,5416.6,6616.7,6633.6,1,1217,0,,Rating Scale,Rating Scale,5,object-120,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
21,1.74717E+12,"13/05/2025, 20:38:11",1.74714E+12,-7,"13/05/2025, 06:38:11",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,2499.8,2483.3,2499.8,2499.8,2483.3,2499.8,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
22,1.74717E+12,"13/05/2025, 20:38:19",1.74714E+12,-7,"13/05/2025, 06:38:19",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,20,5215.7,8016.7,8031.6,5215.7,8016.7,8031.6,1,2815.9,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
23,1.74717E+12,"13/05/2025, 20:38:19",1.74714E+12,-7,"13/05/2025, 06:38:19",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Very unlikely,3566.7,8016.7,8033.2,3566.7,8016.7,8033.2,1,4466.5,0,,Rating Scale,Rating Scale,4,object-86,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
24,1.74717E+12,"13/05/2025, 20:38:27",1.74714E+12,-7,"13/05/2025, 06:38:27",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,continue,,8766.6,8750,8766.6,8766.6,8750,8766.6,1,0,0,,Click To Continue,Continue Button,6,object-128,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
25,1.74717E+12,"13/05/2025, 20:38:27",1.74714E+12,-7,"13/05/2025, 06:38:27",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Slightly valuable,5200.1,8750,8766.6,5200.1,8750,8766.6,1,3566.5,0,,Rating Scale,Rating Scale,3,object-125,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
26,1.74717E+12,"13/05/2025, 20:38:27",1.74714E+12,-7,"13/05/2025, 06:38:27",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Trust very little,6383.4,8750,8766.6,6383.4,8750,8766.6,1,2383.2,0,,Rating Scale,Rating Scale,5,object-127,Display 2,scarcity_hed_hd.png,scarcity_uti_hd.png,,consent
27,1.74717E+12,"13/05/2025, 20:38:27",1.74714E+12,-7,"13/05/2025, 06:38:27",226982,11,task-yeyg,,46153367,13415801,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Scarcity_cue,7,Scarcity,,,,,,,info,END,,,149998,,,,,,,,,,,,,,,,consent
﻿1,1.74718E+12,"13/05/2025, 23:24:21",1.74716E+12,-5,"13/05/2025, 13:24:21",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.74718E+12,"13/05/2025, 23:25:08",1.74716E+12,-5,"13/05/2025, 13:25:08",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,41412.7,41404.6,41412.7,41412.7,41404.6,41412.7,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
3,1.74718E+12,"13/05/2025, 23:25:32",1.74716E+12,-5,"13/05/2025, 13:25:32",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,2,13387.5,23604.3,23610.7,13387.5,23604.3,23610.7,1,10223.2,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
4,1.74718E+12,"13/05/2025, 23:25:32",1.74716E+12,-5,"13/05/2025, 13:25:32",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,6112.5,23604.3,23612.5,6112.5,23604.3,23612.5,1,17500,0,,Rating Scale,Rating Scale,4,object-15,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
5,1.74718E+12,"13/05/2025, 23:25:50",1.74716E+12,-5,"13/05/2025, 13:25:50",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,continue,,18486.1,18479.2,18486.1,18486.1,18479.2,18486.1,1,0,0,,Click To Continue,Continue Button,6,object-122,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
6,1.74718E+12,"13/05/2025, 23:25:50",1.74716E+12,-5,"13/05/2025, 13:25:50",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Not valuable at all,11141.2,18479.2,18487.5,11141.2,18479.2,18487.5,1,7346.3,0,,Rating Scale,Rating Scale,3,object-94,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
7,1.74718E+12,"13/05/2025, 23:25:50",1.74716E+12,-5,"13/05/2025, 13:25:50",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Trust very little,15990.9,18479.2,18487.5,15990.9,18479.2,18487.5,1,2496.6,0,,Rating Scale,Rating Scale,5,object-97,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
8,1.74718E+12,"13/05/2025, 23:25:57",1.74716E+12,-5,"13/05/2025, 13:25:57",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,6268.7,6262.2,6268.7,6268.7,6262.2,6268.7,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
9,1.74718E+12,"13/05/2025, 23:26:03",1.74716E+12,-5,"13/05/2025, 13:26:03",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,5,5141.3,6233.7,6240.7,5141.3,6233.7,6240.7,1,1099.4,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
10,1.74718E+12,"13/05/2025, 23:26:03",1.74716E+12,-5,"13/05/2025, 13:26:03",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Very unlikely,3267,6233.7,6242,3267,6233.7,6242,1,2975,0,,Rating Scale,Rating Scale,4,object-71,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
11,1.74718E+12,"13/05/2025, 23:26:34",1.74716E+12,-5,"13/05/2025, 13:26:34",226982,12,task-a3hj,,46155126,13416249,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1512x982,1512x945,,None_cue,9,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,continue,,31458.1,31449.7,31458.1,31458.1,31449.7,31458.1,1,0,0,,Click To Continue,Continue Button,6,object-125,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
