Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
﻿1,1.74699E+12,"11/05/2025, 20:13:02",1.74698E+12,-5,"11/05/2025, 10:13:02",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.74699E+12,"11/05/2025, 20:13:25",1.74698E+12,-5,"11/05/2025, 10:13:25",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,21297.19,21283.188,21297.19,21297.19,21283.188,21297.19,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
3,1.74699E+12,"11/05/2025, 20:14:46",1.74698E+12,-5,"11/05/2025, 10:14:46",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,20,28316.381,81532.578,81549.202,28316.381,81532.578,81549.202,1,53232.821,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
4,1.74699E+12,"11/05/2025, 20:14:46",1.74698E+12,-5,"11/05/2025, 10:14:46",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Unlikely,11133.255,81532.578,81549.244,11133.255,81532.578,81549.244,1,70415.989,0,,Rating Scale,Rating Scale,4,object-15,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
5,1.74699E+12,"11/05/2025, 20:15:21",1.74698E+12,-5,"11/05/2025, 10:15:21",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,continue,,34691.224,34682.909,34691.224,34691.224,34682.909,34691.224,1,0,0,,Click To Continue,Continue Button,6,object-103,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
6,1.74699E+12,"11/05/2025, 20:15:21",1.74698E+12,-5,"11/05/2025, 10:15:21",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Somewhat valuable,31166.383,34682.909,34694.524,31166.383,34682.909,34694.524,1,3528.141,0,,Rating Scale,Rating Scale,3,object-98,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
7,1.74699E+12,"11/05/2025, 20:15:21",1.74698E+12,-5,"11/05/2025, 10:15:21",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Trust fairly well,26116.246,34682.909,34694.924,26116.246,34682.909,34694.924,1,8578.678,0,,Rating Scale,Rating Scale,5,object-101,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
8,1.74699E+12,"11/05/2025, 20:15:42",1.74698E+12,-5,"11/05/2025, 10:15:42",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,21342.115,21333.374,21342.115,21342.115,21333.374,21342.115,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
9,1.74699E+12,"11/05/2025, 20:16:22",1.74698E+12,-5,"11/05/2025, 10:16:22",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,20,9449.622,39982.744,39991.341,9449.622,39982.744,39991.341,1,30541.719,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
10,1.74699E+12,"11/05/2025, 20:16:22",1.74698E+12,-5,"11/05/2025, 10:16:22",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Somewhat unlikely,5933.096,39982.744,39993.741,5933.096,39982.744,39993.741,1,34060.645,0,,Rating Scale,Rating Scale,4,object-71,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
11,1.74699E+12,"11/05/2025, 20:16:41",1.74698E+12,-5,"11/05/2025, 10:16:41",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,continue,,19041.797,19033.336,19041.797,19041.797,19033.336,19041.797,1,0,0,,Click To Continue,Continue Button,6,object-110,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
12,1.74699E+12,"11/05/2025, 20:16:41",1.74698E+12,-5,"11/05/2025, 10:16:41",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Somewhat valuable,5700.213,19033.336,19044.497,5700.213,19033.336,19044.497,1,13344.284,0,,Rating Scale,Rating Scale,3,object-107,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
13,1.74699E+12,"11/05/2025, 20:16:41",1.74698E+12,-5,"11/05/2025, 10:16:41",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Neutral,15149.835,19033.336,19044.797,15149.835,19033.336,19044.797,1,3894.962,0,,Rating Scale,Rating Scale,5,object-109,Display 1,both_hed_choc.png,both_uti_choc.png,,consent
14,1.74699E+12,"11/05/2025, 20:17:00",1.74698E+12,-5,"11/05/2025, 10:17:00",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,18525.161,18516.553,18525.161,18525.161,18516.553,18525.161,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
15,1.74699E+12,"11/05/2025, 20:17:58",1.74698E+12,-5,"11/05/2025, 10:17:58",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,68,23816.412,58666,58677.508,23816.412,58666,58677.508,1,34861.096,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
16,1.74699E+12,"11/05/2025, 20:17:58",1.74698E+12,-5,"11/05/2025, 10:17:58",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Unlikely,21299.846,58666,58681.108,21299.846,58666,58681.108,1,37381.262,0,,Rating Scale,Rating Scale,4,object-56,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
17,1.74699E+12,"11/05/2025, 20:18:15",1.74698E+12,-5,"11/05/2025, 10:18:15",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,continue,,16408.608,16399.899,16408.608,16408.608,16399.899,16408.608,1,0,0,,Click To Continue,Continue Button,6,object-118,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
18,1.74699E+12,"11/05/2025, 20:18:15",1.74698E+12,-5,"11/05/2025, 10:18:15",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Moderately valuable,9916.825,16399.899,16411.108,9916.825,16399.899,16411.108,1,6494.283,0,,Rating Scale,Rating Scale,3,object-115,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
19,1.74699E+12,"11/05/2025, 20:18:15",1.74698E+12,-5,"11/05/2025, 10:18:15",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Trust fairly well,13483.349,16399.899,16411.308,13483.349,16399.899,16411.308,1,2927.959,0,,Rating Scale,Rating Scale,5,object-117,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
20,1.74699E+12,"11/05/2025, 20:18:27",1.74698E+12,-5,"11/05/2025, 10:18:27",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,12509.409,12500.1,12509.409,12509.409,12500.1,12509.409,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
21,1.74699E+12,"11/05/2025, 20:18:49",1.74698E+12,-5,"11/05/2025, 10:18:49",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,95,5033.132,21866.437,21879.109,5033.132,21866.437,21879.109,1,16845.977,0,,Single Number Entry,Single Number Entry,6,object-133,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
22,1.74699E+12,"11/05/2025, 20:18:49",1.74698E+12,-5,"11/05/2025, 10:18:49",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,Neutral,3099.876,21866.437,21881.609,3099.876,21866.437,21881.609,1,18781.733,0,,Rating Scale,Rating Scale,4,object-131,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
23,1.74699E+12,"11/05/2025, 20:19:02",1.74698E+12,-5,"11/05/2025, 10:19:02",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,continue,,12591.372,12583.251,12591.372,12591.372,12583.251,12591.372,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
24,1.74699E+12,"11/05/2025, 20:19:02",1.74698E+12,-5,"11/05/2025, 10:19:02",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Moderately valuable,4849.806,12583.251,12593.972,4849.806,12583.251,12593.972,1,7744.166,0,,Rating Scale,Rating Scale,3,object-123,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
25,1.74699E+12,"11/05/2025, 20:19:02",1.74698E+12,-5,"11/05/2025, 10:19:02",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Trust fairly well,11266.637,12583.251,12594.272,11266.637,12583.251,12594.272,1,1327.635,0,,Rating Scale,Rating Scale,5,object-125,Display 2,both_uti_hd.png,both_hed_hd.png,,consent
26,1.74699E+12,"11/05/2025, 20:19:02",1.74698E+12,-5,"11/05/2025, 10:19:02",226982,8,task-cicn,,46070396,13397789,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1470x956,920x793,,Both_cue,5,P+S,,,,,,,info,END,,,359938,,,,,,,,,,,,,,,,consent
﻿1,1.747E+12,"11/05/2025, 20:49:00",1.74698E+12,-5,"11/05/2025, 10:49:00",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.747E+12,"11/05/2025, 20:49:16",1.74698E+12,-5,"11/05/2025, 10:49:16",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,14102.2,14099.1,14102.2,14102.2,14099.1,14102.2,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
3,1.747E+12,"11/05/2025, 20:49:46",1.74698E+12,-5,"11/05/2025, 10:49:46",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,30,16900.5,29933.1,29935.7,16900.5,29933.1,29935.7,1,13035.2,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
4,1.747E+12,"11/05/2025, 20:49:46",1.74698E+12,-5,"11/05/2025, 10:49:46",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,9817,29933.1,29937.2,9817,29933.1,29937.2,1,20120.2,0,,Rating Scale,Rating Scale,4,object-15,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
5,1.747E+12,"11/05/2025, 20:49:54",1.74698E+12,-5,"11/05/2025, 10:49:54",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,continue,,8203.4,8199.6,8203.4,8203.4,8199.6,8203.4,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
6,1.747E+12,"11/05/2025, 20:49:54",1.74698E+12,-5,"11/05/2025, 10:49:54",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Slightly valuable,4117.3,8199.6,8204.1,4117.3,8199.6,8204.1,1,4086.8,0,,Rating Scale,Rating Scale,3,object-104,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
7,1.747E+12,"11/05/2025, 20:49:54",1.74698E+12,-5,"11/05/2025, 10:49:54",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Trust very little,7383.9,8199.6,8204.5,7383.9,8199.6,8204.5,1,820.6,0,,Rating Scale,Rating Scale,5,object-107,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
8,1.747E+12,"11/05/2025, 20:49:58",1.74698E+12,-5,"11/05/2025, 10:49:58",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,3499.2,3483.3,3499.2,3499.2,3483.3,3499.2,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
9,1.747E+12,"11/05/2025, 20:50:09",1.74698E+12,-5,"11/05/2025, 10:50:09",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,70,6967.5,11067.1,11073.6,6967.5,11067.1,11073.6,1,4106.1,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
10,1.747E+12,"11/05/2025, 20:50:09",1.74698E+12,-5,"11/05/2025, 10:50:09",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Somewhat unlikely,5434.1,11067.1,11074.9,5434.1,11067.1,11074.9,1,5640.8,0,,Rating Scale,Rating Scale,4,object-71,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
11,1.747E+12,"11/05/2025, 20:50:16",1.74698E+12,-5,"11/05/2025, 10:50:16",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,continue,,6590.9,6582.9,6590.9,6590.9,6582.9,6590.9,1,0,0,,Click To Continue,Continue Button,6,object-96,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
12,1.747E+12,"11/05/2025, 20:50:16",1.74698E+12,-5,"11/05/2025, 10:50:16",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Somewhat valuable,2266,6582.9,6591.3,2266,6582.9,6591.3,1,4325.3,0,,Rating Scale,Rating Scale,3,object-93,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
13,1.747E+12,"11/05/2025, 20:50:16",1.74698E+12,-5,"11/05/2025, 10:50:16",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Neutral,5982.7,6582.9,6591.5,5982.7,6582.9,6591.5,1,608.8,0,,Rating Scale,Rating Scale,5,object-95,Display 1,scarcity_uti_hd.png,scarcity_hed_hd.png,,consent
14,1.747E+12,"11/05/2025, 20:50:17",1.74698E+12,-5,"11/05/2025, 10:50:17",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,1874.6,1866.6,1874.6,1874.6,1866.6,1874.6,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
15,1.747E+12,"11/05/2025, 20:50:28",1.74698E+12,-5,"11/05/2025, 10:50:28",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,10,4349.9,10282.9,10298.6,4349.9,10282.9,10298.6,1,5948.7,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
16,1.747E+12,"11/05/2025, 20:50:28",1.74698E+12,-5,"11/05/2025, 10:50:28",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Very unlikely,1816.6,10282.9,10298.6,1816.6,10282.9,10298.6,1,8482,0,,Rating Scale,Rating Scale,4,object-56,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
17,1.747E+12,"11/05/2025, 20:50:38",1.74698E+12,-5,"11/05/2025, 10:50:38",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,continue,,9958.1,9950.2,9958.1,9958.1,9950.2,9958.1,1,0,0,,Click To Continue,Continue Button,6,object-121,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
18,1.747E+12,"11/05/2025, 20:50:38",1.74698E+12,-5,"11/05/2025, 10:50:38",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Slightly valuable,2750,9950.2,9958.6,2750,9950.2,9958.6,1,7208.6,0,,Rating Scale,Rating Scale,3,object-118,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
19,1.747E+12,"11/05/2025, 20:50:38",1.74698E+12,-5,"11/05/2025, 10:50:38",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Do not trust at all,8934.2,9950.2,9958.7,8934.2,9950.2,9958.7,1,1024.5,0,,Rating Scale,Rating Scale,5,object-120,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
20,1.747E+12,"11/05/2025, 20:50:39",1.74698E+12,-5,"11/05/2025, 10:50:39",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,1854.2,1850,1854.2,1854.2,1850,1854.2,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
21,1.747E+12,"11/05/2025, 20:50:51",1.74698E+12,-5,"11/05/2025, 10:50:51",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,25,3067.3,11132.9,11149.6,3067.3,11132.9,11149.6,1,8082.3,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
22,1.747E+12,"11/05/2025, 20:50:51",1.74698E+12,-5,"11/05/2025, 10:50:51",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Unlikely,1850.6,11132.9,11149.6,1850.6,11132.9,11149.6,1,9299,0,,Rating Scale,Rating Scale,4,object-86,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
23,1.747E+12,"11/05/2025, 20:50:58",1.74698E+12,-5,"11/05/2025, 10:50:58",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,continue,,6956.9,6950.3,6956.9,6956.9,6950.3,6956.9,1,0,0,,Click To Continue,Continue Button,6,object-128,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
24,1.747E+12,"11/05/2025, 20:50:58",1.74698E+12,-5,"11/05/2025, 10:50:58",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Somewhat valuable,5250.7,6950.3,6957.3,5250.7,6950.3,6957.3,1,1706.6,0,,Rating Scale,Rating Scale,3,object-125,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
25,1.747E+12,"11/05/2025, 20:50:58",1.74698E+12,-5,"11/05/2025, 10:50:58",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Trust somewhat,6200.3,6950.3,6957.6,6200.3,6950.3,6957.6,1,757.3,0,,Rating Scale,Rating Scale,5,object-127,Display 2,scarcity_uti_choc.png,scarcity_hed_choc.png,,consent
26,1.747E+12,"11/05/2025, 20:50:58",1.74698E+12,-5,"11/05/2025, 10:50:58",226982,9,task-yeyg,,46071227,13397990,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Scarcity_cue,6,Scarcity,,,,,,,info,END,,,117935,,,,,,,,,,,,,,,,consent
