Participant_ID,cue,age,gender,hispanic,race,education,income,location,shoppingfreq,perceived_decision_pressure,perceived_authenticity_of_product,perceived_cue_influence,decision_confidence,perceived_manipulativeness,Participant_ID,Condition,Context,Product,wtp,purchase_intent_score,value_score,trust_score
13415740.0,Popularity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,Once a week,2,5,5,5,7,13415740.0,popularity,utilitarian,headphones,100.0,5.0,6.0,6.0
13415801.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","$40,000–$59,999",Yes,2–3 times a month,1,2,2,4,6,13415801.0,scarcity,hedonic,chocolate,15.0,1.0,2.0,3.0
13415801.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","$40,000–$59,999",Yes,2–3 times a month,1,2,2,4,6,13415801.0,scarcity,hedonic,headphones,50.0,1.0,3.0,2.0
13415801.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","$40,000–$59,999",Yes,2–3 times a month,1,2,2,4,6,13415801.0,scarcity,utilitarian,chocolate,7.0,1.0,2.0,2.0
13415801.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","$40,000–$59,999",Yes,2–3 times a month,1,2,2,4,6,13415801.0,scarcity,utilitarian,headphones,20.0,1.0,2.0,2.0
13416249.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,3,2,1,2,3,13416249.0,none,hedonic,chocolate,5.0,1.0,1.0,3.0
13416249.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,3,2,1,2,3,13416249.0,none,hedonic,headphones,50.0,1.0,1.0,2.0
13416249.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,3,2,1,2,3,13416249.0,none,utilitarian,chocolate,2.0,1.0,1.0,2.0
13416249.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,3,2,1,2,3,13416249.0,none,utilitarian,headphones,50.0,3.0,3.0,3.0
13416442.0,Popularity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","$80,000–$99,999",Yes,2–3 times a month,2,5,5,6,2,13416442.0,popularity,hedonic,chocolate,7.5,5.0,2.0,5.0
13416442.0,Popularity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","$80,000–$99,999",Yes,2–3 times a month,2,5,5,6,2,13416442.0,popularity,hedonic,headphones,30.0,3.0,5.0,3.0
13416442.0,Popularity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","$80,000–$99,999",Yes,2–3 times a month,2,5,5,6,2,13416442.0,popularity,utilitarian,chocolate,5.0,5.0,2.0,6.0
13416442.0,Popularity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","$80,000–$99,999",Yes,2–3 times a month,2,5,5,6,2,13416442.0,popularity,utilitarian,headphones,30.0,3.0,5.0,3.0
13416489.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,Multiple times a week,3,3,3,4,5,13416489.0,scarcity,hedonic,chocolate,0.0,1.0,3.0,3.0
13416489.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,Multiple times a week,3,3,3,4,5,13416489.0,scarcity,hedonic,headphones,0.0,1.0,3.0,3.0
13416489.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,Multiple times a week,3,3,3,4,5,13416489.0,scarcity,utilitarian,chocolate,10.0,6.0,4.0,4.0
13416489.0,Scarcity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,Multiple times a week,3,3,3,4,5,13416489.0,scarcity,utilitarian,headphones,10.0,2.0,3.0,3.0
13432034.0,No Cue,18–24 years old,Female,No,Asian,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,3,3,3,3,13432034.0,none,hedonic,chocolate,3.0,3.0,3.0,3.0
13432034.0,No Cue,18–24 years old,Female,No,Asian,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,3,3,3,3,13432034.0,none,hedonic,headphones,4.0,3.0,3.0,3.0
13432034.0,No Cue,18–24 years old,Female,No,Asian,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,3,3,3,3,13432034.0,none,utilitarian,chocolate,3.0,3.0,3.0,3.0
13432034.0,No Cue,18–24 years old,Female,No,Asian,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,3,3,3,3,13432034.0,none,utilitarian,headphones,30.0,3.0,3.0,3.0
13433841.0,Scarcity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,2,6,1,7,6,13433841.0,scarcity,hedonic,chocolate,10.0,4.0,4.0,4.0
13433841.0,Scarcity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,2,6,1,7,6,13433841.0,scarcity,hedonic,headphones,40.0,1.0,1.0,3.0
13433841.0,Scarcity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,2,6,1,7,6,13433841.0,scarcity,utilitarian,chocolate,6.0,4.0,4.0,6.0
13433841.0,Scarcity,18–24 years old,Male,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,About once a month,2,6,1,7,6,13433841.0,scarcity,utilitarian,headphones,40.0,1.0,1.0,5.0
13434656.0,Popularity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,Multiple times a week,6,4,5,3,5,13434656.0,popularity,hedonic,chocolate,15.0,2.0,2.0,2.0
13434656.0,Popularity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,Multiple times a week,6,4,5,3,5,13434656.0,popularity,hedonic,headphones,50.0,3.0,2.0,6.0
13434656.0,Popularity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,Multiple times a week,6,4,5,3,5,13434656.0,popularity,utilitarian,chocolate,20.0,5.0,4.0,4.0
13434656.0,Popularity,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",Yes,Multiple times a week,6,4,5,3,5,13434656.0,popularity,utilitarian,headphones,20.0,3.0,4.0,6.0
13441623.0,P+S,25–34 years old,Female,No,White,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,5,1,4,5,13441623.0,both,hedonic,chocolate,30.0,4.0,3.0,3.0
13441623.0,P+S,25–34 years old,Female,No,White,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,5,1,4,5,13441623.0,both,hedonic,headphones,80.0,5.0,3.0,3.0
13441623.0,P+S,25–34 years old,Female,No,White,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,5,1,4,5,13441623.0,both,utilitarian,chocolate,15.0,3.0,2.0,2.0
13441623.0,P+S,25–34 years old,Female,No,White,"Master's degree (e.g., MA, MS, MBA)","$80,000–$99,999",Yes,About once a month,3,5,1,4,5,13441623.0,both,utilitarian,headphones,80.0,5.0,3.0,3.0
13445452.0,P+S,25–34 years old,Male,No,White,"Doctorate or professional degree (e.g., PhD, JD, MD)","$80,000–$99,999",Yes,About once a month,3,2,4,4,5,13445452.0,both,hedonic,chocolate,3.0,1.0,2.0,1.0
13445452.0,P+S,25–34 years old,Male,No,White,"Doctorate or professional degree (e.g., PhD, JD, MD)","$80,000–$99,999",Yes,About once a month,3,2,4,4,5,13445452.0,both,hedonic,headphones,15.0,2.0,3.0,2.0
13445452.0,P+S,25–34 years old,Male,No,White,"Doctorate or professional degree (e.g., PhD, JD, MD)","$80,000–$99,999",Yes,About once a month,3,2,4,4,5,13445452.0,both,utilitarian,chocolate,3.0,2.0,2.0,2.0
13445452.0,P+S,25–34 years old,Male,No,White,"Doctorate or professional degree (e.g., PhD, JD, MD)","$80,000–$99,999",Yes,About once a month,3,2,4,4,5,13445452.0,both,utilitarian,headphones,20.0,4.0,3.0,2.0
13449082.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,2–3 times a month,1,5,1,7,5,13449082.0,none,hedonic,chocolate,13.0,1.0,1.0,4.0
13449082.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,2–3 times a month,1,5,1,7,5,13449082.0,none,hedonic,headphones,25.0,3.0,3.0,4.0
13449082.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,2–3 times a month,1,5,1,7,5,13449082.0,none,utilitarian,chocolate,10.0,2.0,1.0,4.0
13449082.0,No Cue,18–24 years old,Female,No,Asian,"Bachelor's degree (e.g., BA, BS)","Less than $20,000",No,2–3 times a month,1,5,1,7,5,13449082.0,none,utilitarian,headphones,10.0,3.0,2.0,4.0
